customer_id,age,region,join_date
791068,33,North,2025-01-17
795435,39,South,2020-03-22
169970,54,East,2022-12-27
565423,22,West,2020-07-07
528425,20,West,2020-09-15
981191,50,East,2023-02-12
905256,65,West,2020-08-10
500196,57,West,2024-11-08
386106,68,West,2022-08-10
487579,70,West,2022-01-30
279523,57,South,2021-12-31
737610,78,West,2023-07-26
340500,57,North,2024-12-20
638110,58,East,2023-04-05
219602,74,West,2021-12-02
801278,26,East,2022-01-29
664186,31,West,2021-10-06
969808,52,North,2021-12-21
745622,40,West,2024-07-07
816843,70,West,2020-12-18
615419,23,West,2024-10-11
648982,68,South,2021-04-07
196277,73,North,2022-08-31
502864,78,West,2023-11-10
614228,78,West,2022-04-18
208096,39,West,2024-09-22
200676,45,West,2022-11-17
661395,30,West,2022-07-02
825829,36,North,2024-09-17
864384,59,West,2020-12-02
560840,49,West,2021-12-15
731139,30,North,2022-04-16
894028,68,East,2021-04-01
854098,31,North,2020-11-07
735705,70,South,2020-09-13
354547,46,South,2022-03-03
220344,72,North,2023-12-30
370101,59,West,2024-03-16
131118,62,East,2021-06-03
961015,54,West,2020-07-06
161756,47,East,2022-03-25
452141,67,North,2024-01-16
925802,22,South,2022-04-13
338722,40,East,2024-08-17
516509,61,North,2024-07-07
198435,36,East,2023-02-28
164178,35,South,2023-01-05
613646,45,West,2024-08-30
971875,58,East,2023-06-01
917183,51,West,2023-07-28
490931,70,East,2021-05-28
167735,38,East,2023-04-26
923976,23,North,2023-08-29
779623,62,East,2022-08-11
102781,45,South,2020-11-05
621490,18,South,2022-11-12
419833,47,North,2020-07-14
408151,29,East,2023-10-31
437096,76,East,2023-05-02
102297,73,East,2022-05-22
284064,61,West,2022-06-12
342460,80,North,2022-03-22
638317,76,North,2022-01-08
992551,20,North,2024-03-22
410402,45,North,2022-09-16
151476,58,West,2023-04-04
644655,74,West,2024-03-05
181002,47,North,2022-03-21
252259,33,South,2022-02-18
994023,45,East,2020-02-28
468096,47,South,2021-06-20
391602,58,East,2021-11-09
351488,73,East,2022-07-17
163081,61,North,2023-11-02
890082,73,North,2024-10-19
399484,49,East,2020-12-15
985360,55,East,2023-01-14
946214,70,West,2020-02-18
624033,42,North,2020-07-03
215914,28,South,2021-08-19
629198,64,South,2023-06-27
829391,41,North,2023-11-28
171249,62,North,2020-06-26
507647,49,South,2023-11-10
451434,32,South,2021-04-10
250239,52,South,2021-03-21
944833,58,South,2021-08-09
960020,39,North,2022-02-09
324527,25,East,2021-04-24
613360,73,South,2022-02-20
254388,40,South,2022-08-21
722848,50,South,2023-09-21
283605,49,West,2023-03-13
488968,57,West,2022-04-09
594326,63,East,2024-12-11
715563,38,North,2021-05-16
635125,58,North,2023-02-08
485020,71,South,2020-09-06
517275,55,West,2023-12-23
943738,35,North,2022-02-08
852642,73,East,2020-10-12
231021,73,West,2022-10-19
914121,75,North,2024-02-13
191990,23,East,2022-04-21
426587,21,North,2023-12-04
578636,33,North,2023-02-06
482453,21,East,2020-12-02
933550,34,South,2024-06-21
459404,26,South,2020-12-12
408719,63,South,2021-05-04
266350,30,East,2021-12-02
338007,49,North,2022-11-30
209382,37,North,2021-10-27
435800,54,North,2022-10-27
708366,44,North,2024-09-07
312323,56,West,2024-02-01
677683,53,North,2020-10-02
420966,71,East,2024-10-22
655569,52,South,2023-09-20
437501,77,South,2024-05-25
866444,57,West,2021-12-26
968689,78,East,2022-09-06
305281,50,North,2020-02-13
737736,51,South,2024-09-13
656451,77,West,2024-05-15
788065,77,North,2021-04-07
313606,40,North,2023-02-03
939056,28,North,2020-11-23
948152,61,West,2022-03-14
163844,29,West,2023-10-22
147048,32,South,2022-03-06
243449,31,South,2021-09-20
882157,68,West,2024-07-27
847428,47,North,2021-02-22
982152,47,East,2022-10-10
585726,80,North,2022-11-24
218575,58,East,2020-11-11
723982,25,East,2024-11-26
463097,23,East,2024-01-06
606586,53,West,2022-03-18
685501,18,West,2024-08-23
898399,18,North,2021-03-18
883794,46,North,2023-12-01
485823,21,North,2020-11-09
636415,79,West,2023-05-18
147637,51,West,2022-09-14
645830,33,North,2023-08-25
401850,57,East,2024-11-05
592123,54,North,2021-02-25
307498,31,West,2023-05-07
802444,39,North,2023-04-11
447080,49,North,2022-01-10
147467,20,South,2022-09-09
434162,38,West,2025-01-11
809326,69,East,2021-08-19
109614,20,North,2020-04-19
550074,60,East,2023-01-22
695514,56,West,2023-05-21
324155,76,North,2020-07-07
127626,78,West,2023-01-27
274129,36,East,2023-07-18
169466,77,North,2022-06-13
336479,26,North,2021-05-21
438205,37,East,2022-12-06
583079,58,South,2023-06-29
704946,52,North,2024-02-05
117546,33,West,2022-11-05
789383,56,West,2020-09-25
958526,57,North,2024-04-05
444792,44,South,2024-08-13
294854,78,East,2023-01-06
537645,63,East,2021-09-17
170566,28,North,2024-12-17
870604,77,West,2023-11-28
125335,74,South,2023-05-26
114943,80,West,2023-03-30
969197,57,West,2021-02-06
475206,41,West,2020-08-15
376140,36,West,2024-03-15
335972,34,East,2023-10-17
703571,44,West,2023-05-19
896978,49,North,2023-06-28
312051,80,South,2021-01-19
172164,58,East,2023-05-24
722879,69,South,2021-09-01
257457,55,North,2024-12-12
625784,33,West,2022-12-22
733080,28,South,2020-03-23
531098,31,North,2023-07-18
618860,70,North,2024-01-14
135730,54,East,2024-08-10
561958,62,East,2020-10-15
175115,75,North,2022-08-31
930592,47,East,2022-10-03
215987,37,East,2025-01-26
848563,46,South,2024-02-09
518343,36,North,2021-05-13
267135,80,South,2023-07-05
424099,71,South,2023-12-17
167364,46,North,2021-04-03
698299,58,West,2025-01-17
647102,36,East,2023-05-02
639129,58,South,2021-04-02
760040,63,South,2022-04-13
103853,68,East,2023-02-07
724936,19,East,2022-11-29
277629,71,East,2023-03-31
248843,31,East,2024-02-08
375522,73,West,2021-02-14
861749,42,East,2020-06-17
404370,43,East,2024-07-09
186040,64,South,2024-12-23
823494,46,North,2023-04-19
502241,38,South,2023-07-24
721337,78,West,2023-01-12
498460,52,West,2024-10-07
965451,21,North,2024-01-31
228552,49,East,2020-11-12
877155,20,South,2022-09-05
791202,49,West,2023-01-17
798669,59,North,2022-04-12
726112,53,West,2020-07-02
755196,21,South,2020-06-26
298929,51,North,2020-05-27
818607,64,South,2023-03-28
783595,69,North,2025-01-21
320073,37,South,2022-04-04
248444,32,South,2024-11-22
679153,76,East,2020-09-25
455302,71,South,2023-06-05
124249,35,West,2023-07-06
315983,52,North,2020-02-12
538397,18,East,2024-05-24
317433,38,West,2022-04-22
478782,52,South,2020-03-05
790755,68,North,2020-05-29
405773,30,South,2024-10-22
441277,26,South,2023-07-28
160004,49,East,2023-09-30
903474,80,North,2022-01-20
419949,20,South,2022-12-25
155021,73,North,2021-07-25
823288,63,South,2023-11-20
922618,23,North,2023-12-05
678356,54,South,2020-02-26
110509,65,North,2024-04-17
934946,70,East,2020-09-13
906129,72,North,2021-04-14
445998,19,South,2020-02-18
352682,57,North,2023-05-01
815295,18,North,2020-11-23
368497,55,North,2022-04-09
351011,23,West,2024-08-12
770976,35,North,2020-10-08
795708,39,South,2024-04-26
630779,21,West,2022-04-12
521593,23,East,2022-01-11
196199,27,South,2024-02-25
390842,61,North,2021-08-13
308347,66,South,2021-10-20
832521,68,West,2022-12-10
559989,29,North,2024-06-22
418808,57,West,2020-03-16
668929,58,North,2021-07-15
633448,79,East,2023-11-28
112749,27,South,2021-05-04
309072,29,East,2021-05-03
961258,28,East,2022-01-20
690777,69,West,2024-09-22
914454,56,East,2020-09-26
592916,75,West,2024-08-06
123934,62,West,2022-09-18
757157,40,East,2023-12-28
106618,45,West,2022-01-18
919082,46,South,2022-06-21
955234,65,South,2023-05-11
114761,52,North,2023-06-27
775426,71,West,2021-12-08
608075,33,North,2023-02-07
339673,26,East,2020-05-29
119254,63,North,2021-07-20
702505,37,South,2024-12-23
441795,80,East,2023-07-18
431938,69,North,2022-09-10
351897,77,South,2022-10-27
576472,47,South,2021-01-24
505833,69,East,2023-05-30
584551,61,East,2021-08-19
430918,72,North,2024-10-14
176010,61,North,2022-02-01
483103,29,East,2022-07-11
617214,69,North,2024-09-04
266556,40,North,2024-12-20
138789,28,North,2023-10-22
736202,55,South,2023-05-30
143562,69,South,2022-03-02
515523,78,North,2020-08-04
201540,71,East,2024-04-09
594508,44,West,2024-07-01
820798,32,West,2023-03-04
503993,56,North,2020-11-01
891169,52,North,2024-05-20
673405,19,North,2020-12-01
941994,21,South,2020-03-04
333616,36,West,2024-04-04
811529,43,East,2024-02-11
596799,59,North,2020-06-30
884536,79,South,2020-04-15
248033,60,East,2021-03-07
347634,38,West,2020-12-09
276261,23,South,2024-01-08
791682,64,South,2022-03-12
652960,40,South,2023-02-26
501789,78,West,2022-06-19
280035,69,North,2022-11-15
735917,39,North,2021-09-13
178250,33,East,2021-04-08
722109,42,North,2022-10-31
928694,64,North,2023-08-19
862312,60,South,2024-09-04
817270,18,East,2020-09-02
967674,71,North,2024-02-09
578994,20,North,2021-03-21
753147,46,East,2020-09-08
702630,78,West,2022-08-31
724175,22,East,2021-03-27
542932,27,North,2021-01-23
705112,24,South,2023-01-21
363969,28,East,2024-05-27
648078,75,East,2020-12-27
551480,67,West,2022-11-14
716613,77,South,2021-04-21
505412,30,East,2022-02-26
192015,45,North,2024-12-29
213991,37,North,2023-10-21
130543,71,North,2020-03-28
974469,62,West,2022-10-24
181720,52,West,2020-12-03
464290,21,East,2022-07-14
515429,25,South,2020-05-03
212460,44,North,2020-12-29
500227,48,West,2023-05-04
993016,56,East,2020-11-17
533682,78,North,2021-10-16
919743,29,North,2023-03-14
689001,57,West,2024-11-21
278495,61,North,2024-04-13
701869,35,West,2020-11-20
682487,65,East,2024-09-24
394476,37,West,2022-04-11
563648,51,North,2021-03-03
330824,73,East,2023-12-13
847349,59,East,2020-03-03
780007,35,South,2020-08-17
512496,29,North,2022-12-02
411719,38,East,2020-08-09
491765,68,South,2021-03-04
254005,65,South,2020-12-12
565713,50,East,2024-05-21
415731,25,North,2024-01-06
192356,29,West,2020-11-08
738203,72,North,2023-08-27
551361,43,South,2021-04-08
810849,57,South,2024-09-17
481713,75,South,2020-06-23
483878,18,North,2022-09-01
929472,18,West,2024-08-22
580065,68,South,2023-09-28
241891,54,East,2024-10-31
498180,50,North,2021-09-22
668092,42,North,2021-08-13
511580,55,West,2021-10-05
356561,54,North,2022-10-20
116559,20,West,2021-07-09
358127,47,North,2022-10-22
658529,67,West,2020-09-21
576057,25,North,2021-11-23
390751,51,West,2020-11-26
215631,62,South,2024-07-04
908601,55,East,2024-03-21
587320,73,East,2021-04-20
584292,39,East,2023-06-14
155944,42,North,2021-10-18
358370,64,East,2022-08-29
767968,60,East,2024-03-04
738273,42,East,2023-12-03
428273,26,South,2021-10-27
283283,25,East,2024-10-24
818680,35,West,2024-06-13
408975,63,North,2021-07-28
282332,61,South,2024-03-17
287055,41,East,2021-04-26
567898,25,South,2021-06-13
660650,23,North,2022-08-27
113087,59,West,2024-10-10
986065,45,South,2020-07-21
490391,24,East,2024-02-24
172123,60,West,2023-01-24
521129,62,South,2020-12-27
430326,53,North,2023-05-10
845494,34,South,2023-06-03
689433,49,North,2025-01-01
290974,61,West,2023-09-08
107584,80,East,2021-06-19
916092,69,North,2022-07-17
686565,73,East,2024-01-03
195764,64,East,2023-06-07
392487,23,North,2022-05-21
680170,27,West,2021-04-04
236787,78,East,2022-11-13
124031,21,East,2024-04-10
821553,41,South,2020-10-15
720389,73,North,2020-12-20
877337,38,North,2023-02-17
232155,39,South,2022-08-29
260335,37,South,2024-12-28
530349,63,North,2024-06-29
676835,61,South,2021-04-09
535739,79,South,2021-05-03
962733,33,West,2021-08-13
181610,70,East,2022-02-09
191434,68,North,2024-05-26
578779,76,North,2020-06-15
678754,70,South,2020-05-07
397933,73,East,2020-10-17
860144,28,West,2023-03-15
557529,80,West,2024-09-02
796137,69,North,2022-03-30
625489,74,North,2022-10-15
964624,76,North,2023-07-29
237058,21,South,2024-01-25
989740,57,West,2022-10-08
978208,44,North,2024-06-14
913349,60,West,2024-07-31
268947,49,South,2022-02-09
872857,52,West,2021-04-13
169890,55,East,2022-07-07
932974,41,North,2021-06-13
889998,55,South,2022-04-23
895657,69,East,2022-11-12
244720,53,East,2024-05-12
285286,63,West,2020-04-01
792994,80,East,2024-06-02
248096,26,South,2023-09-04
978352,75,East,2022-09-24
182588,23,East,2023-02-19
194342,74,North,2024-10-12
353357,40,South,2022-11-06
976730,37,East,2023-02-03
898271,65,South,2021-07-02
429051,31,West,2024-02-09
530776,73,East,2022-02-11
391856,74,North,2022-02-09
778402,29,South,2023-08-25
161203,35,South,2024-09-16
718637,27,North,2021-02-20
573553,69,South,2020-12-01
224147,48,East,2020-04-22
302166,70,North,2023-04-11
161819,78,West,2020-12-09
107052,59,South,2023-12-25
628655,46,West,2022-09-16
780000,68,South,2020-03-29
941428,23,East,2023-10-08
414822,73,West,2023-10-11
515357,32,East,2024-07-03
652357,53,North,2023-08-20
122580,47,East,2023-05-26
486469,31,East,2021-12-24
327367,76,South,2020-08-24
644128,65,South,2020-10-21
397815,54,South,2023-04-15
440340,24,South,2021-12-09
200002,18,East,2022-10-16
350948,19,North,2020-03-27
553201,43,South,2020-02-16
649877,48,North,2020-09-23
387618,30,North,2025-01-11
844139,23,West,2023-03-03
954877,25,North,2022-07-18
228638,47,West,2024-02-07
987981,52,East,2024-01-31
527810,63,South,2021-06-23
396639,71,West,2020-10-18
342602,54,South,2023-06-02
296206,51,North,2020-02-18
296857,71,North,2023-06-05
873757,43,North,2023-06-03
212912,49,South,2023-10-17
227639,51,West,2022-12-24
979318,54,North,2023-05-04
736191,32,South,2024-09-01
468047,44,North,2023-06-14
434608,74,East,2024-10-31
498394,73,East,2024-02-19
667331,40,North,2023-03-07
699437,77,East,2021-12-02
378354,64,South,2021-08-14
584165,38,South,2024-02-01
948641,33,South,2023-09-11
122894,31,North,2022-08-07
893594,27,West,2023-01-06
168630,32,North,2023-08-25
645174,75,South,2020-11-19
800801,26,North,2024-09-15
487883,49,West,2023-03-12
441483,53,West,2024-10-25
451218,26,East,2021-08-14
875375,63,South,2023-01-01
391355,22,North,2024-10-26
584085,68,West,2022-09-22
296278,48,North,2024-02-05
137185,21,North,2023-12-26
669045,52,South,2021-10-15
367117,63,North,2021-06-03
179881,50,West,2023-05-10
799931,36,North,2023-12-18
405910,48,West,2024-03-29
162738,41,East,2021-10-07
334483,48,North,2023-04-08
406569,72,South,2020-09-13
266805,38,West,2022-05-08
306760,55,North,2023-09-06
741872,51,West,2023-05-02
491631,64,North,2022-10-19
909098,38,West,2024-08-02
928705,38,East,2022-02-08
135047,32,North,2021-06-12
206415,25,North,2023-02-22
289643,22,East,2023-01-28
451638,28,West,2020-07-29
439990,62,East,2020-08-30
649476,65,North,2021-05-01
884355,51,South,2022-02-16
471691,21,North,2022-08-10
361763,44,East,2020-04-23
146808,71,North,2022-07-02
561671,44,West,2022-05-08
712717,42,West,2021-04-22
199000,22,East,2022-01-31
235245,25,West,2020-12-14
925572,40,West,2020-08-20
343684,55,East,2020-02-18
931479,70,South,2023-04-20
431733,50,North,2024-09-10
833696,48,West,2023-03-09
976698,25,East,2020-08-07
424264,28,North,2024-11-01
166550,19,South,2022-05-29
880055,40,West,2020-08-20
950990,58,West,2021-04-02
873066,47,North,2024-10-15
126426,67,West,2020-08-20
690628,59,West,2023-04-10
358350,50,North,2021-01-31
309007,54,West,2024-12-10
240361,18,South,2023-11-18
100616,67,West,2024-06-26
858391,38,South,2020-03-11
242770,69,West,2021-02-17
400382,67,West,2023-10-29
532259,28,East,2021-01-14
416462,32,South,2021-11-26
687739,18,North,2020-11-27
484985,74,South,2023-01-20
979981,64,West,2023-10-21
985246,42,South,2022-12-21
122208,75,South,2023-08-06
446282,18,East,2024-11-02
116625,34,South,2020-04-03
355710,57,West,2021-10-28
207350,19,North,2020-02-12
788954,34,North,2022-03-03
368626,71,South,2024-01-12
879833,52,West,2022-10-12
306220,67,North,2020-06-26
951305,21,East,2021-11-18
469893,69,North,2023-10-09
485475,44,West,2022-03-27
723855,67,South,2020-08-19
707886,24,West,2022-05-21
356195,29,South,2024-05-30
416371,40,West,2022-03-29
904658,34,South,2021-09-20
779498,58,South,2023-03-19
105012,80,South,2021-04-06
962494,66,West,2021-02-22
894804,30,South,2024-02-13
417861,67,East,2021-06-25
832754,28,East,2023-04-10
577853,22,South,2023-06-01
866283,29,East,2024-05-05
288337,34,East,2020-08-02
557827,36,North,2021-10-12
422702,74,West,2023-08-05
304346,77,South,2021-11-10
751229,19,East,2024-05-22
703938,25,South,2022-04-03
235627,25,North,2020-09-21
222252,52,West,2020-02-11
309869,53,North,2020-04-01
230945,19,South,2024-08-15
781718,52,South,2020-06-06
959750,52,South,2022-03-24
284726,75,East,2024-06-20
226071,79,North,2020-06-17
180775,43,North,2023-03-01
774670,19,South,2023-12-18
974394,32,North,2023-02-09
693813,25,East,2024-10-14
231189,54,South,2020-11-15
135423,75,East,2021-11-09
400623,61,East,2021-11-16
287226,58,North,2022-07-23
205584,32,North,2021-08-18
363411,24,North,2020-07-26
147457,22,West,2021-02-02
877273,25,West,2021-08-19
684904,68,South,2023-03-25
240091,71,South,2021-07-11
961906,55,North,2021-04-28
495563,63,West,2020-09-21
790845,67,West,2023-03-10
774296,71,North,2022-04-27
180458,68,East,2022-11-20
263089,22,West,2022-12-02
318539,30,South,2022-03-07
934398,23,North,2020-10-12
890430,31,West,2023-10-20
262187,41,North,2020-05-05
181413,66,West,2020-08-31
250169,57,South,2021-08-01
603361,80,North,2020-02-05
248047,71,North,2022-08-23
850437,22,South,2022-02-28
509749,31,South,2021-07-01
429681,36,West,2022-11-13
328253,42,East,2022-02-10
839975,50,North,2021-12-12
779889,32,East,2020-10-31
705617,47,East,2022-09-26
823740,69,North,2020-04-18
531682,48,North,2023-10-26
771952,63,North,2024-10-08
584358,79,South,2022-10-31
428937,70,South,2025-01-24
919139,33,South,2022-11-14
177363,18,East,2020-02-20
996482,71,East,2023-12-24
354983,58,South,2024-01-21
724340,20,West,2020-08-13
252206,70,North,2023-08-12
431284,50,South,2024-07-03
468762,44,East,2021-04-10
191321,70,North,2020-10-05
288750,63,East,2024-08-16
199721,31,North,2022-09-25
637395,66,South,2022-05-29
837569,21,North,2023-06-01
434803,47,West,2023-10-13
211266,77,West,2024-02-06
409298,73,West,2022-03-21
795353,56,East,2024-05-25
691396,58,East,2020-04-03
206686,24,South,2020-08-08
388385,78,South,2020-03-19
108590,53,North,2021-12-11
642511,52,South,2020-02-03
457136,61,East,2023-07-11
220934,80,North,2024-12-07
339341,33,East,2020-04-26
339711,54,East,2022-04-04
262796,24,South,2023-05-15
657317,67,South,2024-04-17
719087,75,North,2022-05-19
989062,56,South,2022-11-12
553285,69,North,2022-09-28
259409,64,South,2024-02-14
118359,50,West,2024-02-24
695093,30,East,2022-09-22
399445,67,West,2021-04-12
443366,37,North,2021-10-03
301757,65,North,2020-03-16
979891,24,West,2021-06-03
478888,75,West,2021-02-17
571747,40,South,2023-05-02
439998,52,South,2022-03-10
370279,37,South,2021-11-23
739263,67,South,2023-12-24
226834,19,West,2022-06-30
847662,67,South,2023-10-13
237513,52,South,2020-08-31
874930,38,West,2021-11-17
545863,27,North,2021-12-21
323196,64,South,2021-08-21
445591,42,West,2020-03-07
539328,61,North,2023-07-03
781853,34,North,2022-01-20
723421,77,West,2021-06-27
794005,78,South,2023-09-24
454530,32,South,2024-12-19
160577,59,West,2023-10-24
427329,37,East,2021-09-26
492647,37,East,2023-05-20
980450,24,North,2023-02-22
628919,75,North,2023-08-05
209679,51,East,2023-02-12
776037,63,West,2024-05-26
607638,30,East,2022-04-25
958789,59,East,2022-08-21
753662,68,South,2020-07-04
285602,79,East,2020-09-22
102783,19,West,2022-12-18
425931,22,South,2022-01-28
910466,60,West,2021-06-07
794971,74,North,2024-10-11
361650,55,West,2023-03-31
440235,25,East,2021-06-26
853550,24,South,2022-02-07
156095,40,North,2021-09-01
858673,20,North,2024-11-18
146587,64,North,2022-10-29
898334,48,North,2022-08-25
551894,75,South,2021-03-27
230416,50,East,2021-03-26
743194,18,East,2025-01-12
943954,31,South,2022-04-27
909833,42,North,2023-05-18
548568,42,North,2021-01-19
279750,69,North,2024-11-27
957691,39,East,2023-03-10
539040,41,West,2023-11-28
863939,51,North,2020-08-17
655156,64,West,2021-08-23
794790,55,South,2020-09-27
467984,48,West,2022-02-26
432239,25,South,2023-04-03
431153,35,West,2021-11-19
844404,24,West,2024-07-15
608585,34,West,2023-08-19
556869,56,East,2020-08-16
731461,19,North,2024-03-01
741860,63,South,2024-02-02
742995,25,East,2021-01-19
210940,79,North,2020-03-17
110543,39,North,2020-02-12
352811,47,North,2022-05-18
202279,29,West,2025-01-01
855289,65,East,2024-01-27
651297,21,South,2021-02-12
382249,62,East,2020-08-21
363961,34,West,2020-10-29
589213,37,South,2024-11-17
982883,24,North,2022-12-10
212756,59,East,2021-05-09
787413,27,East,2022-08-23
192195,61,West,2021-08-07
218992,25,West,2020-12-12
265246,39,North,2023-09-09
905194,28,South,2023-10-30
471776,42,South,2021-02-24
950803,34,East,2023-02-07
565393,27,South,2021-10-20
415548,76,North,2024-04-25
336697,31,North,2020-08-09
554101,67,South,2020-04-11
753957,79,East,2023-07-24
753224,78,North,2021-04-12
400765,48,East,2023-01-31
760762,52,West,2023-02-09
333066,21,West,2020-03-10
554270,44,South,2024-12-14
624915,27,East,2020-07-10
278910,75,South,2023-11-21
114684,26,North,2023-03-17
480522,45,East,2021-04-12
951524,63,North,2020-12-31
118312,26,West,2023-02-02
131777,53,West,2021-04-05
487850,59,North,2022-06-01
969268,31,West,2023-03-11
754635,18,North,2024-05-29
393282,74,North,2022-07-11
671412,60,East,2024-07-28
732631,36,West,2020-08-29
937738,68,North,2024-05-26
799663,21,North,2021-05-15
397364,53,North,2022-12-11
888740,32,East,2020-10-10
650186,73,South,2022-08-15
420079,74,South,2020-02-07
170529,67,South,2023-05-07
815673,19,South,2023-01-18
839399,77,West,2022-04-02
562592,23,West,2023-10-26
937364,55,North,2021-01-21
655443,60,South,2022-09-17
337242,67,North,2020-06-13
674029,27,West,2022-05-11
283816,61,West,2021-04-22
673199,54,East,2023-10-06
142985,80,South,2021-11-22
310246,49,North,2022-08-01
297076,72,South,2024-08-15
273034,52,South,2024-07-22
647616,48,North,2021-01-30
211345,75,North,2024-05-09
701837,54,West,2022-02-07
191393,63,East,2021-11-27
996696,52,North,2022-05-16
570811,47,West,2022-04-18
974272,49,West,2023-10-02
809649,48,West,2021-11-30
997060,76,West,2024-12-04
139753,36,West,2022-10-11
601345,19,North,2020-04-29
971111,51,South,2021-01-28
171446,27,East,2024-02-16
935659,65,North,2023-11-16
693299,66,North,2023-04-17
591906,39,West,2022-03-05
798088,22,West,2023-03-12
277784,20,South,2021-10-06
367358,66,South,2020-03-16
733356,33,East,2021-07-17
545501,67,South,2022-06-22
286702,49,East,2020-06-10
442351,37,West,2024-03-05
942877,70,North,2024-11-20
932350,54,East,2025-01-09
824067,24,West,2021-07-06
103602,72,East,2023-05-22
789444,52,South,2022-10-19
517960,50,East,2024-07-26
162589,70,South,2020-05-13
897876,79,West,2022-10-29
204372,44,West,2024-12-03
850202,32,North,2022-12-23
613024,78,South,2020-07-28
633739,31,North,2021-06-03
421099,51,South,2020-11-04
822781,56,West,2021-12-08
238811,28,North,2021-03-27
710998,76,North,2024-10-24
954542,61,South,2024-09-15
230146,80,South,2022-01-20
952328,43,North,2024-04-21
992074,27,East,2020-02-03
857854,28,South,2022-06-11
232225,23,South,2024-02-29
488042,19,South,2024-01-31
127646,75,West,2021-03-22
715660,68,South,2022-10-02
233979,68,South,2024-12-02
915551,79,North,2024-11-29
627718,40,North,2023-10-15
579288,73,West,2020-04-17
109773,19,East,2022-08-11
158745,64,West,2021-11-02
712800,36,North,2023-11-15
349016,35,East,2022-07-31
943315,51,South,2021-01-09
330374,26,West,2020-06-23
440505,33,East,2021-02-04
390362,25,South,2021-05-18
134532,34,West,2023-02-03
483514,73,West,2020-03-10
517722,22,South,2021-01-21
437758,24,South,2021-05-18
807972,19,North,2022-10-08
464909,71,North,2023-01-24
754569,56,East,2020-02-19
891344,45,South,2022-04-03
506886,24,North,2023-07-03
797881,73,West,2023-05-09
474999,66,South,2020-06-01
201943,48,West,2022-04-06
758362,37,East,2023-10-29
140076,29,East,2023-08-04
104701,45,West,2024-09-05
805512,67,East,2020-03-08
745887,18,West,2025-01-02
843551,77,East,2020-03-02
762166,22,West,2022-06-19
327339,79,East,2020-02-26
400978,42,East,2021-04-28
538246,18,South,2021-05-18
820754,29,South,2023-02-11
691047,20,West,2022-08-04
636208,59,South,2024-05-25
289796,40,South,2020-12-01
344555,51,North,2022-11-30
439006,54,West,2022-12-03
433890,71,South,2022-05-28
948961,44,South,2020-07-06
582278,66,North,2021-01-14
408074,42,North,2022-01-12
568551,47,North,2023-03-04
320725,33,West,2024-06-26
280435,18,West,2024-12-26
808669,43,South,2024-11-12
262952,56,West,2024-06-02
429403,24,South,2023-09-12
972220,61,East,2025-01-17
467116,27,East,2024-07-26
382324,33,North,2021-05-06
120212,75,West,2021-06-05
924919,26,East,2024-07-29
730340,73,West,2020-04-08
872781,72,South,2022-06-06
249802,80,South,2024-07-05
856340,44,West,2023-05-29
844710,48,North,2024-12-11
744670,78,East,2021-01-01
315375,40,North,2024-05-30
818621,33,West,2023-11-28
882216,70,East,2023-05-07
595904,38,North,2022-06-07
401658,30,East,2024-11-27
751227,41,West,2022-03-09
478704,73,South,2021-06-22
232952,39,North,2024-05-27
157217,22,East,2020-01-31
820946,36,East,2023-06-18
543849,28,South,2023-12-23
762640,58,South,2021-06-04
801918,45,South,2021-05-19
797161,23,West,2021-04-15
680783,59,North,2020-09-30
263753,76,North,2023-10-02
435170,47,East,2022-11-23
314829,72,East,2024-09-23
621156,67,North,2022-09-02
468049,74,West,2021-05-23
567963,55,West,2023-10-29
856200,33,North,2021-06-11
127642,49,West,2021-07-21
581016,27,West,2020-11-18
931519,28,West,2021-10-25
959801,28,West,2024-05-10
236645,35,East,2022-06-20
932258,52,West,2024-09-18
244068,69,North,2022-07-07
670494,55,East,2025-01-11
948960,47,South,2024-11-25
895874,79,West,2022-01-28
396021,70,East,2022-08-21
404264,21,East,2021-07-14
408331,49,South,2024-08-29
173946,26,South,2024-05-19
306957,60,North,2020-04-22
133843,78,North,2024-02-24
423510,60,South,2022-10-10
721000,35,East,2023-03-23
990702,46,East,2025-01-05
486319,73,South,2022-08-13
604773,37,West,2024-01-15
995184,28,East,2022-03-28
457641,76,South,2024-04-17
426606,49,North,2022-07-08
962165,32,West,2020-10-20
490985,21,North,2020-11-26
520210,60,East,2024-03-21
950050,60,South,2022-10-29
700797,39,East,2024-10-26
339433,65,South,2020-10-18
135973,74,North,2024-12-11
377291,78,West,2020-02-04
684139,46,East,2022-06-25
490636,30,North,2023-10-21
608569,57,South,2023-12-26
433737,76,East,2022-07-23
511089,79,North,2020-03-24
258168,62,North,2022-08-04
108081,49,West,2024-09-13
428699,57,West,2024-01-03
408838,75,North,2022-08-05
938505,37,West,2024-06-23
376883,70,North,2025-01-21
568744,77,South,2021-12-08
166594,76,East,2020-03-27
365114,28,North,2022-12-14
838394,58,East,2021-08-23
384334,65,North,2020-05-28
927695,51,North,2020-05-29
636580,46,West,2020-08-22
526701,45,South,2020-05-01
985279,21,South,2023-08-26
147217,48,East,2021-07-18
328576,72,West,2022-10-19
474565,56,West,2023-05-09
269960,32,North,2025-01-02
762816,57,East,2022-01-05
528379,57,East,2023-11-16
369922,39,South,2024-08-13
135684,28,West,2021-03-26
680741,80,North,2024-07-21
100278,73,West,2020-11-06
158247,25,South,2022-01-02
