customer_id,transaction_date,transaction_amount,product_category
303280,2024-03-06,1381.79,Credit Card
797834,2023-08-27,1114.02,Insurance
399461,2023-10-22,1384.36,Credit Card
658231,2024-10-29,3740.19,Savings
404264,2024-12-29,3506.3,Mortgage
174818,2024-03-05,322.01,Loans
604839,2024-01-20,4379.98,Mortgage
616971,2023-07-31,2690.59,Mortgage
256608,2024-09-19,1055.88,Insurance
762640,2024-08-28,1534.29,Insurance
416371,2023-10-05,3772.7,Insurance
252619,2023-03-15,3230.19,Mortgage
996770,2023-12-18,4457.59,Credit Card
953749,2025-01-26,3385.1,Mortgage
798689,2025-01-20,4828.27,Savings
532992,2025-01-08,1637.96,Insurance
432945,2024-09-21,383.14,Insurance
133418,2024-06-16,597.03,Savings
681526,2024-05-29,529.17,Credit Card
688854,2024-12-05,1290.12,Savings
829200,2024-08-04,1752.67,Savings
635913,2023-02-11,781.09,Insurance
296857,2023-02-25,3437.74,Savings
346638,2023-06-27,1819.03,Insurance
241350,2023-05-19,3859.02,Loans
678358,2023-09-27,880.76,Credit Card
613646,2023-03-30,3990.35,Savings
918677,2024-06-16,1867.36,Mortgage
687309,2024-07-27,653.63,Loans
315187,2023-12-07,1587.42,Credit Card
996624,2023-06-02,2565.93,Loans
847116,2024-07-29,2285.74,Savings
894465,2023-06-15,1476.44,Loans
219523,2024-01-15,1410.82,Insurance
806118,2024-03-09,3199.89,Mortgage
909308,2024-09-22,3318.37,Mortgage
257649,2023-10-28,428.34,Insurance
466910,2023-05-30,3669.4,Loans
995184,2024-11-02,3741.82,Savings
715130,2024-07-23,1493.61,Insurance
131354,2024-09-26,324.29,Savings
400698,2023-08-13,436.02,Mortgage
485803,2024-07-27,3800.43,Savings
724175,2024-06-14,780.56,Savings
500186,2023-12-04,3058.25,Loans
209717,2024-10-23,2167.42,Credit Card
549521,2024-07-18,3190.14,Loans
555226,2023-09-26,1366.73,Savings
870487,2024-08-07,435.77,Insurance
335096,2023-05-24,1554.34,Mortgage
384485,2023-10-02,1394.37,Mortgage
869604,2024-09-02,1427.61,Insurance
229567,2024-03-04,2739.85,Savings
927130,2024-12-01,714.08,Credit Card
849185,2023-12-27,2361.61,Insurance
432597,2023-12-22,4323.72,Credit Card
656809,2025-01-22,2990.9,Insurance
313998,2023-09-02,1539.79,Savings
788430,2024-01-02,4876.4,Loans
295210,2024-01-23,3842.28,Savings
689836,2023-09-03,3001.72,Insurance
587192,2024-10-02,4778.13,Insurance
534720,2024-05-01,3736.48,Insurance
781649,2025-01-03,2633.41,Mortgage
227176,2024-05-05,3343.17,Loans
869370,2024-04-11,1864.27,Credit Card
289738,2024-11-21,1520.24,Mortgage
106180,2023-06-21,4955.5,Credit Card
965574,2024-10-02,4570.76,Credit Card
115232,2025-01-10,1285.07,Mortgage
464386,2024-04-17,1544.39,Loans
293005,2025-01-04,2879.81,Savings
908609,2023-05-08,723.68,Mortgage
246592,2023-11-07,3396.42,Savings
161302,2023-10-04,326.9,Insurance
715167,2023-06-22,4927.16,Mortgage
249973,2024-01-15,3925.22,Insurance
101105,2024-01-02,2724.26,Credit Card
483514,2023-02-14,2083.31,Mortgage
700916,2023-08-18,1202.38,Insurance
641842,2024-08-06,708.86,Mortgage
551361,2023-02-19,1730.6,Mortgage
380421,2023-04-01,4866.8,Loans
865660,2023-06-28,2463.34,Savings
211766,2023-03-27,1703.26,Insurance
407807,2024-05-20,2309.3,Mortgage
270894,2023-08-23,629.57,Insurance
840141,2024-11-09,2456.02,Credit Card
863553,2023-06-10,2907.76,Savings
277275,2024-11-07,4737.44,Loans
899591,2024-07-28,3443.34,Insurance
172529,2023-05-25,3998.53,Credit Card
365183,2023-12-05,2631.78,Credit Card
177717,2023-07-07,4964.56,Insurance
810174,2024-10-22,357.78,Loans
509497,2024-05-02,3288.75,Credit Card
250830,2023-05-31,355.23,Savings
568276,2023-08-28,1824.48,Insurance
958368,2024-05-09,3251.43,Mortgage
372029,2024-06-27,1812.63,Loans
443340,2024-01-30,1801.62,Loans
311473,2023-07-25,1603.76,Savings
109468,2023-11-28,2568.94,Insurance
859625,2024-03-15,957.14,Insurance
876009,2024-02-26,955.98,Loans
417756,2023-07-27,1995.16,Mortgage
311301,2023-09-29,4298.55,Credit Card
937196,2023-09-09,2958.28,Loans
512615,2025-01-02,660.85,Savings
933170,2023-03-07,4940.04,Loans
834924,2024-10-21,2244.51,Insurance
403261,2023-10-15,4312.24,Loans
583092,2024-08-04,618.98,Insurance
184877,2024-05-01,1686.11,Mortgage
515822,2024-04-08,3031.03,Mortgage
954847,2023-10-07,3299.49,Savings
291952,2023-06-03,1926.69,Mortgage
492647,2023-08-27,2713.93,Savings
662499,2023-09-08,3509.19,Mortgage
789707,2024-03-19,1338.01,Insurance
673078,2023-05-22,3856.9,Insurance
859276,2023-05-25,4359.7,Insurance
647957,2023-03-14,4354.86,Insurance
531098,2024-11-21,3418.65,Savings
701172,2024-12-09,4144.83,Mortgage
316923,2024-01-16,1347.05,Insurance
114571,2023-12-25,289.93,Mortgage
183309,2023-02-09,3859.4,Credit Card
404306,2023-06-05,1953.6,Credit Card
385524,2024-02-12,840.0,Credit Card
222252,2024-06-03,2918.49,Savings
181521,2024-03-13,2943.43,Savings
650989,2024-11-10,4102.08,Mortgage
256903,2025-01-13,4883.38,Loans
180041,2023-05-09,2484.91,Savings
342197,2024-07-31,3616.39,Mortgage
491561,2023-05-15,1759.95,Loans
513472,2024-01-05,2150.47,Credit Card
347540,2023-03-21,3308.12,Credit Card
252493,2023-03-14,3907.51,Savings
955794,2024-10-18,435.72,Mortgage
439998,2024-09-07,4841.52,Mortgage
617111,2024-11-04,3327.48,Mortgage
491277,2024-01-23,2182.85,Insurance
125107,2025-01-04,3005.4,Insurance
178463,2024-09-19,220.4,Credit Card
390011,2024-03-26,1565.78,Loans
818150,2023-05-16,3074.78,Loans
219823,2024-11-30,4619.05,Mortgage
141845,2024-07-21,315.8,Credit Card
961515,2024-11-08,173.75,Loans
233624,2023-03-01,4788.08,Insurance
348738,2023-10-05,2281.88,Loans
461611,2023-06-15,4055.01,Credit Card
623542,2024-05-22,2709.91,Savings
465135,2023-07-27,2983.23,Mortgage
429370,2024-10-15,1213.59,Savings
491751,2024-09-25,1151.16,Insurance
633029,2023-03-04,4969.96,Loans
418348,2024-02-03,1308.69,Mortgage
168340,2024-04-25,1967.33,Insurance
290844,2023-02-09,923.1,Mortgage
276683,2023-08-14,1137.43,Loans
147784,2024-08-04,4811.88,Savings
810326,2023-02-17,4569.9,Loans
149805,2024-04-19,1431.7,Insurance
416371,2024-10-02,4416.26,Mortgage
584079,2023-09-03,1244.74,Savings
133245,2024-01-15,4770.04,Loans
520465,2023-12-31,955.98,Mortgage
237136,2024-08-10,1872.4,Insurance
112291,2023-06-27,2163.21,Loans
285395,2023-05-23,3283.24,Credit Card
953991,2024-03-10,1104.97,Insurance
392645,2023-05-12,4318.98,Savings
979940,2024-04-14,4988.92,Insurance
282995,2024-05-25,2449.89,Mortgage
419809,2024-04-21,4157.01,Insurance
825789,2023-04-04,1684.68,Loans
516729,2024-11-08,3312.98,Savings
694084,2023-02-12,1545.25,Credit Card
666191,2024-12-26,1485.52,Savings
623699,2023-05-14,1992.77,Mortgage
654296,2024-11-19,3233.91,Savings
408505,2023-12-01,4566.91,Credit Card
939056,2024-11-18,4582.42,Insurance
351006,2023-09-06,1486.75,Loans
659806,2024-06-22,2459.11,Credit Card
948960,2023-02-04,3840.54,Credit Card
392121,2023-10-09,4228.65,Savings
225408,2024-08-31,2448.05,Loans
929857,2023-06-02,2309.38,Savings
827950,2023-03-12,853.69,Insurance
932808,2023-11-25,238.38,Savings
319939,2024-02-03,733.8,Insurance
617934,2024-09-02,588.88,Savings
940662,2023-09-18,4253.66,Insurance
793913,2024-02-15,4606.49,Insurance
374487,2024-08-24,301.24,Mortgage
632226,2023-05-29,1909.68,Insurance
454530,2024-12-16,429.03,Insurance
847273,2023-03-11,3040.06,Insurance
488142,2024-06-04,568.25,Insurance
499808,2024-10-13,2394.45,Mortgage
876258,2023-12-24,4120.49,Mortgage
351480,2023-11-12,2407.54,Loans
343732,2023-10-29,2554.53,Mortgage
198088,2023-08-15,3539.66,Insurance
332879,2024-08-15,3359.53,Credit Card
138244,2023-10-24,3951.2,Mortgage
390890,2023-05-21,951.33,Credit Card
998071,2025-01-29,267.73,Credit Card
388725,2024-01-12,2024.0,Loans
213991,2024-06-10,3167.18,Credit Card
194379,2023-02-13,886.02,Savings
840422,2023-06-21,2580.83,Insurance
675489,2024-04-21,4181.89,Insurance
914447,2023-05-12,1410.1,Loans
707003,2024-04-14,3557.85,Insurance
315782,2024-03-28,4822.29,Credit Card
715864,2024-05-16,4137.43,Savings
373395,2023-12-03,3572.88,Mortgage
975324,2023-03-27,1424.27,Loans
723565,2023-07-04,2492.51,Credit Card
107584,2023-09-15,4838.13,Loans
900445,2024-01-16,883.36,Mortgage
117161,2023-03-26,2489.53,Credit Card
105532,2024-05-26,2394.45,Savings
222665,2023-11-14,1761.73,Mortgage
635006,2023-03-08,756.52,Credit Card
596479,2024-02-10,1087.21,Insurance
603216,2023-04-11,1514.5,Insurance
460987,2024-02-29,732.88,Insurance
906604,2024-03-07,1831.66,Mortgage
429134,2024-09-27,3021.49,Mortgage
384298,2024-06-06,716.34,Savings
395444,2023-05-29,4860.56,Savings
225648,2024-02-01,2505.81,Loans
542932,2024-12-19,1115.07,Credit Card
862790,2023-02-24,305.93,Credit Card
172453,2023-10-21,2730.59,Insurance
440235,2023-04-23,1956.13,Insurance
267897,2024-04-10,1748.1,Savings
689024,2024-10-06,480.27,Savings
433285,2024-03-05,2529.28,Loans
789489,2024-08-03,226.03,Mortgage
833313,2024-06-13,682.87,Insurance
442315,2024-12-22,4024.26,Insurance
943954,2024-07-27,3996.54,Insurance
570448,2024-08-24,3359.83,Mortgage
946693,2024-04-06,2305.38,Loans
456457,2024-10-13,3636.69,Insurance
370987,2024-02-08,4400.97,Credit Card
873757,2023-10-22,1825.06,Mortgage
246920,2023-03-15,1096.02,Loans
910479,2023-05-31,3679.67,Loans
476009,2023-09-26,3789.86,Mortgage
268312,2023-06-17,2568.46,Mortgage
209507,2023-10-08,4239.41,Credit Card
532476,2024-04-12,264.08,Credit Card
590331,2023-02-03,3552.03,Insurance
465693,2025-01-13,3875.02,Insurance
621490,2024-04-26,3646.14,Mortgage
878711,2024-11-15,2602.65,Mortgage
963008,2024-12-03,39.91,Loans
821553,2023-03-02,4544.19,Mortgage
382569,2024-07-11,4841.81,Savings
696567,2023-10-26,2771.53,Mortgage
464985,2024-03-27,4140.68,Loans
503894,2024-11-27,1269.28,Credit Card
758333,2024-07-12,1421.33,Credit Card
745160,2024-09-02,3928.97,Insurance
219602,2024-04-18,2044.18,Loans
852642,2024-03-22,380.15,Savings
901301,2023-04-28,1665.25,Savings
203891,2024-12-12,1140.28,Mortgage
799011,2024-06-04,241.28,Insurance
666208,2023-10-03,4997.19,Mortgage
110451,2024-12-17,2433.94,Insurance
214090,2024-07-01,2211.87,Mortgage
109013,2024-10-17,788.69,Mortgage
402169,2023-06-06,4226.24,Loans
283684,2024-09-14,2331.97,Mortgage
823790,2023-04-03,3016.44,Credit Card
598981,2024-06-02,694.73,Loans
131632,2023-12-03,2004.75,Credit Card
661181,2023-06-20,3013.39,Insurance
539180,2024-01-16,382.42,Credit Card
458686,2024-01-15,4518.55,Loans
730289,2023-09-05,154.8,Savings
733623,2024-01-22,4074.64,Loans
608173,2024-08-30,1504.37,Savings
737736,2024-09-11,2328.39,Loans
491111,2024-05-30,2609.02,Mortgage
644128,2024-06-28,3786.67,Savings
286592,2024-10-02,3717.02,Loans
161756,2023-05-30,2597.43,Loans
594508,2023-04-02,240.6,Mortgage
283075,2023-11-12,757.37,Savings
283816,2024-08-10,3063.1,Credit Card
674590,2024-02-25,2524.49,Loans
795692,2024-07-23,4305.82,Loans
394464,2023-10-25,1881.85,Loans
212474,2024-08-18,1792.07,Loans
804731,2024-03-10,404.88,Mortgage
279866,2024-03-10,2902.83,Credit Card
436410,2024-04-11,139.27,Savings
207782,2023-04-05,2600.63,Insurance
540636,2025-01-19,4403.3,Mortgage
741560,2023-03-12,2214.01,Insurance
902916,2024-10-08,4758.56,Mortgage
473781,2024-12-23,39.62,Insurance
107793,2023-07-22,1819.89,Credit Card
537392,2025-01-05,1927.41,Mortgage
357020,2024-10-01,3007.31,Savings
201159,2023-07-10,1947.71,Savings
161037,2023-10-20,2151.44,Loans
989419,2023-10-28,1193.17,Credit Card
478782,2023-11-10,859.75,Insurance
131870,2023-04-25,3617.7,Mortgage
242562,2024-07-24,1718.78,Insurance
818557,2024-08-20,801.36,Insurance
354316,2025-01-07,4518.74,Insurance
193199,2024-08-26,1367.57,Loans
486469,2023-09-12,185.72,Mortgage
344088,2024-02-08,3221.58,Insurance
714562,2024-01-12,807.05,Mortgage
256549,2023-08-31,3069.18,Loans
667406,2024-10-17,2776.9,Mortgage
677128,2024-09-21,444.38,Loans
725878,2024-05-13,3082.71,Mortgage
268466,2024-07-15,4287.52,Credit Card
193199,2024-08-10,286.29,Savings
384911,2024-07-05,834.46,Credit Card
161845,2024-01-18,3789.68,Mortgage
710357,2023-10-12,230.04,Credit Card
919839,2023-10-06,3764.83,Savings
830160,2024-10-07,1310.95,Credit Card
915551,2023-06-11,3847.0,Mortgage
133391,2024-11-24,3216.98,Insurance
134700,2024-06-12,4267.13,Savings
737607,2023-06-17,4397.0,Insurance
705617,2023-06-05,1376.15,Insurance
560633,2023-07-13,2832.98,Insurance
430326,2023-08-04,1796.95,Savings
867611,2023-11-07,4958.37,Loans
415916,2025-01-03,4785.71,Savings
648716,2024-11-23,344.07,Mortgage
123676,2024-09-11,4830.36,Credit Card
160616,2024-01-07,3527.57,Savings
440989,2023-05-08,3324.8,Insurance
601291,2023-05-06,4599.33,Credit Card
956626,2024-10-01,2104.13,Loans
853004,2024-07-27,3506.66,Insurance
392926,2024-03-07,813.35,Loans
889490,2024-02-14,4338.24,Mortgage
592477,2025-01-02,1737.97,Mortgage
502541,2023-11-03,767.09,Credit Card
650186,2024-05-29,4609.91,Insurance
155549,2024-09-27,4099.5,Insurance
170858,2024-05-31,1204.65,Insurance
714400,2024-01-31,4732.03,Savings
311473,2024-09-20,2045.24,Credit Card
833562,2025-01-06,2531.63,Insurance
604066,2023-11-28,1045.22,Mortgage
559748,2024-08-10,4056.55,Loans
331507,2023-03-19,4386.41,Savings
168630,2024-09-18,394.61,Savings
655570,2023-06-16,2427.92,Insurance
905975,2024-09-27,2112.64,Credit Card
992551,2024-09-15,4872.95,Mortgage
343058,2024-01-10,1454.17,Credit Card
404525,2024-11-24,542.22,Mortgage
353596,2024-09-10,275.43,Insurance
599713,2023-05-21,347.57,Loans
483453,2023-04-28,995.77,Savings
738105,2024-05-30,3837.23,Mortgage
212912,2024-11-28,378.0,Insurance
408233,2024-10-17,1695.15,Loans
299660,2023-11-22,4274.24,Insurance
184744,2023-04-11,3909.96,Mortgage
156931,2024-12-11,3989.91,Loans
688124,2023-07-23,2139.02,Savings
252493,2024-04-29,1716.26,Credit Card
617981,2024-01-29,2945.18,Mortgage
991720,2024-02-24,1144.99,Insurance
957755,2024-05-01,1834.9,Insurance
395033,2023-08-25,2321.44,Insurance
733356,2023-02-04,1853.32,Savings
651428,2023-03-08,1285.63,Savings
406923,2024-12-05,3139.19,Loans
326313,2023-11-15,4496.02,Loans
404566,2024-05-18,2762.29,Insurance
260485,2024-08-08,4780.57,Loans
594155,2023-06-21,3115.99,Credit Card
586724,2023-08-05,1364.56,Credit Card
967571,2024-08-05,424.76,Mortgage
409330,2023-05-19,844.89,Loans
582382,2023-04-04,4896.96,Loans
792536,2023-02-10,2938.01,Savings
383552,2023-02-11,4039.33,Loans
340921,2023-02-02,2200.17,Insurance
688883,2023-03-17,3686.88,Insurance
957024,2024-02-20,2476.57,Savings
449659,2025-01-08,754.0,Credit Card
314068,2023-08-26,2939.79,Loans
776081,2024-08-04,4849.72,Loans
513428,2023-04-03,1219.1,Mortgage
158134,2024-11-14,4742.73,Insurance
248727,2024-05-11,837.47,Savings
147048,2024-12-02,2374.26,Insurance
712607,2024-08-22,4879.77,Insurance
696567,2023-02-20,4161.72,Insurance
517458,2024-04-19,4005.02,Savings
717852,2025-01-03,2045.74,Mortgage
577038,2024-08-17,4339.45,Loans
266350,2023-11-13,14.2,Insurance
689660,2024-10-17,1672.97,Mortgage
835031,2023-06-17,1682.12,Insurance
503613,2023-06-25,2519.13,Loans
746156,2024-05-08,1937.38,Loans
595018,2024-01-22,812.8,Insurance
850566,2023-10-18,342.37,Credit Card
652193,2023-02-01,3533.25,Insurance
575760,2023-03-08,4053.23,Savings
604200,2023-06-18,1230.52,Mortgage
201247,2023-10-17,203.32,Mortgage
173183,2024-07-12,1668.15,Credit Card
583150,2023-04-04,1707.24,Insurance
614792,2024-02-13,4654.11,Credit Card
492744,2023-05-22,85.66,Mortgage
865135,2024-03-17,4270.61,Mortgage
384190,2024-08-17,4639.14,Mortgage
360320,2023-01-30,210.59,Loans
463410,2023-02-02,1583.17,Credit Card
551112,2023-10-02,2246.88,Insurance
215633,2024-03-21,1697.14,Mortgage
483325,2024-02-27,999.85,Mortgage
227639,2024-11-05,1297.97,Loans
709137,2023-12-27,4306.48,Mortgage
939531,2024-12-22,4403.75,Mortgage
766362,2025-01-03,2996.0,Savings
139636,2024-07-06,3146.19,Mortgage
943170,2024-02-08,1246.78,Savings
326099,2024-09-16,3543.78,Savings
232388,2023-02-26,1990.6,Mortgage
612986,2023-07-04,2039.03,Savings
320073,2023-10-08,4017.85,Mortgage
252206,2024-05-12,2844.03,Mortgage
604200,2023-06-01,3252.12,Loans
831325,2024-10-26,4753.18,Loans
289097,2024-10-24,3759.93,Insurance
354972,2024-07-10,375.89,Savings
698194,2023-08-19,2793.01,Mortgage
654691,2024-10-13,2420.36,Loans
318539,2024-02-20,4119.32,Loans
506693,2024-09-20,829.93,Insurance
898996,2024-05-29,1159.81,Loans
342197,2024-07-21,4454.16,Savings
420069,2024-06-18,545.45,Credit Card
133429,2023-06-22,11.79,Loans
884853,2024-09-22,2288.63,Loans
378924,2024-04-06,1907.67,Credit Card
588337,2023-05-04,1960.81,Loans
569091,2024-01-27,3659.89,Mortgage
145631,2023-07-21,2611.17,Savings
596816,2024-01-05,1486.74,Credit Card
724817,2024-03-03,3267.9,Loans
974272,2023-07-16,3346.85,Mortgage
724445,2024-05-03,2240.1,Credit Card
248084,2023-03-09,3819.53,Loans
298374,2023-12-21,1892.54,Loans
783470,2023-04-09,2554.48,Savings
595871,2023-03-03,444.53,Credit Card
914426,2023-03-31,2063.47,Insurance
942181,2023-10-12,2674.14,Credit Card
493729,2023-12-22,1135.11,Loans
937171,2024-02-23,4721.98,Mortgage
183568,2023-06-17,3622.38,Insurance
109113,2023-08-21,766.18,Insurance
594516,2023-06-17,2522.27,Credit Card
487883,2023-12-21,4495.77,Mortgage
987389,2024-02-20,1430.61,Loans
810061,2025-01-14,3165.31,Mortgage
801156,2023-04-27,3327.27,Insurance
410055,2024-11-18,3627.17,Insurance
934869,2024-03-23,2090.66,Savings
235176,2023-04-09,363.57,Loans
498460,2024-10-02,3792.05,Mortgage
361136,2023-07-18,2716.14,Credit Card
951587,2023-06-25,1287.18,Mortgage
526279,2024-12-19,3652.2,Credit Card
220919,2024-09-14,2044.91,Loans
360746,2024-10-12,3513.73,Insurance
554101,2023-05-18,2118.06,Loans
585350,2024-11-06,3665.94,Savings
192386,2023-08-30,2895.9,Insurance
790173,2023-02-03,4713.26,Insurance
243462,2024-08-05,900.4,Savings
692005,2025-01-01,2731.93,Credit Card
251327,2024-04-26,3030.14,Loans
991070,2024-06-29,4043.72,Mortgage
881632,2024-12-12,4504.74,Loans
144516,2023-12-17,1301.09,Savings
849015,2024-05-19,4661.82,Insurance
964752,2024-07-10,1638.6,Savings
805705,2023-10-12,847.83,Credit Card
835197,2023-11-26,4099.89,Loans
443451,2023-07-24,4466.77,Credit Card
325948,2023-07-25,4530.24,Insurance
911029,2024-01-26,2489.25,Mortgage
421374,2023-03-20,1502.57,Loans
475181,2024-12-05,2123.07,Mortgage
997055,2023-06-23,4347.2,Insurance
286527,2023-02-12,1530.32,Insurance
921660,2024-02-26,3679.99,Credit Card
445632,2024-12-27,2771.73,Insurance
326313,2023-06-02,3116.41,Loans
239628,2023-07-30,4865.35,Loans
962092,2023-02-04,902.75,Insurance
125889,2024-04-26,4898.72,Insurance
727538,2024-12-06,3536.35,Savings
517950,2024-12-18,17.1,Insurance
231189,2023-02-06,275.61,Mortgage
843551,2024-12-06,3578.83,Mortgage
968873,2024-03-01,941.41,Credit Card
849035,2023-08-14,818.1,Credit Card
450635,2023-03-22,342.38,Insurance
986430,2023-04-26,2854.22,Mortgage
445189,2023-04-01,2437.28,Savings
859524,2023-03-25,4479.39,Loans
762152,2024-03-13,2536.83,Loans
554793,2023-02-02,4500.67,Insurance
847349,2024-02-01,4624.01,Insurance
418046,2023-02-19,3851.13,Credit Card
193199,2023-09-23,990.35,Credit Card
688553,2024-08-11,1936.48,Insurance
349365,2023-08-15,889.38,Credit Card
583510,2023-04-12,3229.0,Loans
193743,2023-11-23,3997.68,Mortgage
992908,2025-01-16,4517.56,Insurance
443218,2024-10-12,4882.27,Insurance
183148,2024-06-10,2351.05,Credit Card
598981,2024-10-10,979.89,Mortgage
569596,2024-04-18,3985.31,Credit Card
229351,2023-03-21,492.24,Savings
176507,2024-09-22,1887.07,Savings
625688,2025-01-22,4216.9,Savings
162466,2023-03-10,2110.81,Credit Card
346638,2024-02-22,4027.23,Loans
380169,2023-05-15,2972.82,Credit Card
652752,2024-03-27,3038.1,Loans
550746,2023-11-01,3999.81,Insurance
162785,2024-05-22,2338.29,Mortgage
790616,2024-03-02,1904.8,Loans
976698,2023-11-22,4785.8,Mortgage
559989,2023-07-03,4659.24,Mortgage
699437,2024-12-31,4907.63,Credit Card
195764,2023-10-24,3654.57,Insurance
270499,2023-04-07,1194.21,Insurance
617381,2023-10-14,4085.4,Mortgage
755531,2024-02-05,2355.94,Insurance
875375,2024-03-11,299.96,Mortgage
560175,2024-08-28,4534.94,Insurance
149264,2024-05-17,587.84,Mortgage
751423,2025-01-06,2823.04,Savings
415656,2023-08-12,442.41,Savings
180988,2024-01-23,591.58,Loans
344632,2024-02-18,1440.04,Savings
641530,2024-05-08,2140.5,Mortgage
744066,2024-02-15,3066.89,Mortgage
423551,2023-11-30,4290.02,Credit Card
561720,2023-07-22,3513.77,Credit Card
660202,2024-06-20,2705.6,Mortgage
297690,2023-05-11,1613.33,Insurance
198841,2025-01-22,1214.51,Credit Card
978922,2023-09-26,229.49,Insurance
250236,2024-05-03,3892.78,Insurance
625605,2023-01-30,4118.99,Savings
164262,2024-08-01,3192.35,Loans
376782,2024-08-10,4760.29,Credit Card
420379,2023-03-11,1719.69,Insurance
683804,2025-01-24,991.62,Mortgage
425710,2024-09-06,3596.72,Savings
846450,2024-10-13,4709.15,Loans
863556,2023-03-02,673.93,Credit Card
787413,2023-11-15,2548.52,Savings
277629,2024-10-07,4777.27,Loans
261394,2023-10-27,4639.36,Mortgage
669041,2024-01-29,1054.46,Savings
969268,2023-03-09,1479.22,Savings
516191,2024-06-01,109.58,Mortgage
933930,2024-10-27,952.4,Mortgage
484439,2024-09-03,2754.1,Savings
887733,2023-03-22,219.88,Credit Card
347392,2024-10-08,3241.01,Credit Card
522383,2024-04-21,3837.46,Insurance
320725,2023-06-15,4039.71,Loans
162934,2024-12-29,915.16,Loans
703754,2024-03-01,2056.51,Credit Card
982152,2024-02-09,2141.22,Mortgage
544658,2023-05-07,3948.48,Savings
822801,2024-05-10,1949.15,Savings
429310,2023-11-10,2642.09,Credit Card
665785,2023-02-27,1975.5,Credit Card
934584,2024-01-28,2701.62,Savings
700916,2023-04-07,2225.94,Credit Card
835019,2024-03-07,3147.1,Mortgage
174431,2024-11-29,1753.21,Loans
579424,2024-08-28,3906.76,Insurance
555452,2025-01-11,1809.67,Credit Card
902234,2023-02-04,1197.05,Mortgage
614246,2023-05-26,4239.95,Credit Card
249802,2023-10-02,2025.68,Loans
418348,2024-06-14,2513.87,Mortgage
214392,2023-07-05,2247.96,Loans
249885,2024-04-10,4546.2,Loans
935608,2024-05-24,3997.68,Mortgage
948960,2024-11-04,1879.6,Savings
451638,2024-11-15,1290.55,Loans
279986,2024-05-26,759.41,Credit Card
739976,2024-07-01,3882.09,Mortgage
265246,2023-12-08,1958.29,Savings
116944,2024-02-13,4675.45,Mortgage
960479,2024-09-28,3142.28,Credit Card
838238,2024-04-06,2456.74,Loans
832414,2024-12-04,1185.17,Loans
690722,2024-06-21,4835.75,Credit Card
257457,2024-03-25,369.57,Loans
412434,2023-07-30,1078.8,Mortgage
747738,2023-12-03,1067.37,Loans
491631,2024-02-03,171.6,Savings
304346,2023-11-23,3111.58,Savings
805652,2024-05-09,1508.89,Credit Card
498586,2023-08-09,96.08,Loans
985902,2024-05-26,428.5,Mortgage
121984,2024-03-14,2362.94,Insurance
506513,2023-07-28,4382.01,Insurance
366677,2023-05-01,1229.23,Savings
295242,2023-08-11,4026.1,Insurance
704169,2024-06-06,3342.05,Loans
735705,2024-05-30,1395.82,Savings
372705,2023-10-05,82.03,Credit Card
812801,2023-07-19,3805.62,Loans
258392,2024-10-25,1957.83,Mortgage
193950,2023-11-13,4135.0,Mortgage
330461,2023-09-06,3581.74,Mortgage
520025,2024-08-13,4113.5,Mortgage
301464,2024-12-18,657.57,Savings
583150,2023-05-26,3877.43,Savings
579775,2023-09-03,4022.97,Credit Card
283032,2024-02-01,4950.79,Mortgage
441392,2023-11-18,807.65,Mortgage
386512,2024-04-17,643.59,Insurance
405148,2023-08-26,2653.44,Savings
209882,2024-08-14,4442.99,Credit Card
199912,2023-12-03,2660.92,Mortgage
205978,2024-04-28,1500.84,Mortgage
546152,2023-11-28,4539.75,Savings
809732,2023-09-26,2284.33,Insurance
375357,2023-02-23,423.47,Savings
985943,2023-02-02,1352.57,Credit Card
294592,2023-04-28,481.05,Credit Card
435312,2025-01-13,3272.46,Credit Card
277576,2023-10-05,1539.45,Savings
541876,2024-11-05,3311.0,Savings
548310,2024-05-08,1791.89,Insurance
613903,2023-03-27,252.85,Savings
796671,2024-11-15,3731.49,Savings
553291,2024-10-08,2431.82,Insurance
851708,2025-01-26,1838.35,Loans
485803,2023-03-27,1516.55,Savings
263466,2024-06-09,2642.39,Mortgage
708714,2024-09-19,3509.42,Savings
906583,2023-03-05,349.07,Credit Card
702267,2024-09-25,2565.18,Insurance
599354,2023-08-20,4431.55,Insurance
229351,2023-02-05,4292.43,Mortgage
929563,2024-10-30,4904.7,Loans
772600,2023-09-12,639.94,Loans
850888,2023-11-10,2590.66,Insurance
456027,2024-04-01,4267.08,Credit Card
598648,2024-04-03,4880.86,Savings
767434,2024-12-26,3701.03,Credit Card
330806,2023-06-15,1350.47,Credit Card
568067,2023-10-10,3599.54,Loans
626495,2024-12-16,4896.23,Mortgage
212007,2024-11-04,220.05,Savings
119064,2023-04-20,2244.76,Mortgage
820135,2023-04-29,1787.09,Credit Card
919839,2023-03-19,2456.83,Loans
131777,2023-12-17,2881.19,Credit Card
219811,2023-08-17,3182.27,Mortgage
208765,2024-02-22,1827.41,Loans
427329,2024-12-13,2850.87,Mortgage
137156,2024-04-13,4593.16,Credit Card
234142,2024-07-29,1540.68,Loans
374232,2023-11-06,1052.7,Loans
969499,2023-05-25,2063.78,Loans
297809,2023-09-28,526.9,Loans
549477,2024-03-31,876.79,Loans
147637,2024-06-08,1761.33,Insurance
816294,2023-08-25,3453.14,Loans
172972,2023-03-12,4529.82,Insurance
624692,2023-07-30,4434.52,Mortgage
