customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Segment,RFM_Score
291485,10,13,35772.56,4,4,4,444,12
291558,99,11,24872.120000000003,2,3,3,233,8
291601,15,10,24986.14,4,2,3,423,9
291952,164,13,29156.52,1,4,3,143,8
291991,161,7,14431.71,1,1,1,111,3
292074,3,11,29666.9,4,3,3,433,10
292135,166,7,11951.71,1,1,1,111,3
292179,50,9,30705.899999999998,3,2,3,323,8
292310,55,14,28541.68,2,4,3,243,9
292401,91,13,36607.33,2,4,4,244,10
292471,13,7,17034.03,4,1,1,411,6
292498,156,8,17129.95,1,1,1,111,3
292560,50,9,17807.32,3,2,1,321,6
292590,126,9,30559.49,1,2,3,123,6
292605,9,9,24427.98,4,2,3,423,9
292647,2,11,25600.77,4,3,3,433,10
292690,52,5,9444.35,2,1,1,211,4
292863,35,6,15887.970000000001,3,1,1,311,5
293005,26,5,10524.09,3,1,1,311,5
293093,116,8,26286.34,1,1,3,113,5
293312,140,8,20761.63,1,1,2,112,4
293403,131,6,13694.33,1,1,1,111,3
293502,21,9,23041.46,4,2,2,422,8
294022,49,6,10799.21,3,1,1,311,5
294024,151,12,32257.510000000002,1,3,4,134,8
294152,3,11,32491.62,4,3,4,434,11
294455,70,12,28075.1,2,3,3,233,8
294514,5,6,15645.0,4,1,1,411,6
294592,113,10,23424.9,1,2,2,122,5
294686,56,7,15114.2,2,1,1,211,4
294798,208,10,26507.23,1,2,3,123,6
294854,399,4,6241.92,1,1,1,111,3
294961,156,10,23071.84,1,2,2,122,5
294987,52,14,31270.95,2,4,4,244,10
295023,185,12,38424.37,1,3,4,134,8
295050,11,14,35696.54,4,4,4,444,12
295135,135,7,17593.6,1,1,1,111,3
295210,53,10,23740.66,2,2,2,222,6
295219,13,9,22155.28,4,2,2,422,8
295242,37,14,31145.78,3,4,4,344,11
295363,7,17,47099.71,4,4,4,444,12
295397,190,9,26174.78,1,2,3,123,6
295520,7,14,29711.36,4,4,3,443,11
295680,8,14,39978.49,4,4,4,444,12
295681,125,11,35709.43,1,3,4,134,8
295771,124,7,16300.550000000001,1,1,1,111,3
295957,7,13,29347.85,4,4,3,443,11
296175,9,6,20397.18,4,1,2,412,7
296206,41,5,9210.78,3,1,1,311,5
296278,83,11,31417.36,2,3,4,234,9
296370,26,14,33615.89,3,4,4,344,11
296403,62,9,20768.48,2,2,2,222,6
296427,61,13,35823.840000000004,2,4,4,244,10
296457,191,11,26057.27,1,3,3,133,7
296472,64,9,29072.41,2,2,3,223,7
296476,16,7,9440.6,4,1,1,411,6
296572,5,11,27324.9,4,3,3,433,10
296677,3,10,32360.84,4,2,4,424,10
296802,76,10,23265.54,2,2,2,222,6
296857,499,4,10368.56,1,1,1,111,3
296912,79,9,19299.88,2,2,2,222,6
296923,33,7,14864.71,3,1,1,311,5
296972,63,15,46219.03,2,4,4,244,10
296976,54,16,47003.5,2,4,4,244,10
297076,132,10,33233.32,1,2,4,124,7
297151,47,12,34385.4,3,3,4,334,10
297324,46,9,30792.73,3,2,3,323,8
297328,377,3,3849.1400000000003,1,1,1,111,3
297438,30,5,14153.65,3,1,1,311,5
297457,55,9,23429.510000000002,2,2,2,222,6
297471,21,11,24773.19,4,3,3,433,10
297644,7,21,59955.159999999996,4,4,4,444,12
297677,2,7,14869.91,4,1,1,411,6
297690,279,10,22366.52,1,2,2,122,5
297700,5,12,29196.77,4,3,3,433,10
297753,95,11,24727.47,2,3,3,233,8
297809,61,4,4235.44,2,1,1,211,4
297882,130,10,19346.670000000002,1,2,2,122,5
298081,57,14,25464.68,2,4,3,243,9
298211,47,11,27255.63,3,3,3,333,9
298225,57,7,17094.67,2,1,1,211,4
298283,148,15,44880.27,1,4,4,144,9
298312,62,6,16230.949999999999,2,1,1,211,4
298374,58,12,28302.68,2,3,3,233,8
298388,18,7,21485.86,4,1,2,412,7
298431,100,8,16904.09,2,1,1,211,4
298530,37,7,17404.61,3,1,1,311,5
298539,84,11,30332.329999999998,2,3,3,233,8
298564,63,13,28181.26,2,4,3,243,9
298579,247,8,19761.6,1,1,2,112,4
298773,106,12,33547.06,1,3,4,134,8
298849,1,9,22132.96,4,2,2,422,8
298929,27,5,8075.719999999999,3,1,1,311,5
298988,40,14,31305.239999999998,3,4,4,344,11
299014,95,7,19480.03,2,1,2,212,5
299127,11,13,30899.41,4,4,3,443,11
299252,324,5,10774.220000000001,1,1,1,111,3
299529,8,13,29584.36,4,4,3,443,11
299660,14,5,13123.31,4,1,1,411,6
299698,6,9,25503.86,4,2,3,423,9
299714,1,15,34247.32,4,4,4,444,12
299754,10,13,32374.11,4,4,4,444,12
299767,18,6,17503.69,4,1,1,411,6
300198,4,6,11887.48,4,1,1,411,6
300238,42,8,15423.65,3,1,1,311,5
300373,30,9,17568.31,3,2,1,321,6
300449,13,8,19402.8,4,1,2,412,7
300483,52,11,25739.96,2,3,3,233,8
300644,38,15,33921.97,3,4,4,344,11
300759,45,8,15746.97,3,1,1,311,5
300889,258,7,19443.07,1,1,2,112,4
300945,56,15,41333.34,2,4,4,244,10
300986,7,12,35622.29,4,3,4,434,11
301035,30,10,28109.73,3,2,3,323,8
301124,163,19,48878.81,1,4,4,144,9
301130,23,11,39020.73,3,3,4,334,10
301131,186,5,7202.820000000001,1,1,1,111,3
301152,307,6,12525.22,1,1,1,111,3
301278,199,5,15257.59,1,1,1,111,3
301289,79,13,24551.3,2,4,3,243,9
301382,23,4,8258.52,3,1,1,311,5
301424,58,9,18853.19,2,2,2,222,6
301464,35,16,34071.43,3,4,4,344,11
301555,28,16,40998.39,3,4,4,344,11
301708,2,8,23852.27,4,1,2,412,7
301757,121,10,26791.25,1,2,3,123,6
301872,179,12,37417.42,1,3,4,134,8
302129,6,10,29462.64,4,2,3,423,9
302166,108,9,25710.899999999998,1,2,3,123,6
302210,20,15,37815.18,4,4,4,444,12
302300,34,9,25240.19,3,2,3,323,8
302355,222,7,16039.29,1,1,1,111,3
302395,22,9,20515.75,4,2,2,422,8
302466,174,9,24792.870000000003,1,2,3,123,6
302712,216,10,27237.4,1,2,3,123,6
303154,71,7,22454.170000000002,2,1,2,212,5
303280,11,10,20890.53,4,2,2,422,8
303473,83,10,23068.29,2,2,2,222,6
303583,31,9,16393.73,3,2,1,321,6
303616,66,10,26988.940000000002,2,2,3,223,7
303874,30,8,20023.43,3,1,2,312,6
303920,55,6,11536.79,2,1,1,211,4
303966,8,7,13964.05,4,1,1,411,6
303980,92,6,22326.17,2,1,2,212,5
304346,27,13,32371.48,3,4,4,344,11
304401,139,5,14730.51,1,1,1,111,3
304655,35,6,16108.619999999999,3,1,1,311,5
304660,31,11,25478.96,3,3,3,333,9
304848,22,10,29487.18,4,2,3,423,9
304908,53,14,37177.98,2,4,4,244,10
305036,78,7,23379.88,2,1,2,212,5
305048,54,10,18075.05,2,2,1,221,5
305071,78,10,27706.61,2,2,3,223,7
305260,22,12,32410.989999999998,4,3,4,434,11
305281,224,11,21337.37,1,3,2,132,6
305317,231,9,25494.33,1,2,3,123,6
305388,5,9,27131.0,4,2,3,423,9
305423,23,7,16478.05,3,1,1,311,5
305492,73,13,33485.35,2,4,4,244,10
305662,71,13,41409.26,2,4,4,244,10
305668,145,7,19250.07,1,1,2,112,4
305884,63,11,28838.06,2,3,3,233,8
305968,39,11,31254.010000000002,3,3,4,334,10
306052,17,8,18741.21,4,1,2,412,7
306174,1,9,24130.43,4,2,2,422,8
306196,64,8,20503.05,2,1,2,212,5
306220,42,14,24224.06,3,4,2,342,9
306377,43,9,19256.9,3,2,2,322,7
306389,66,12,23653.4,2,3,2,232,7
306475,17,10,19031.14,4,2,2,422,8
306525,29,8,19714.23,3,1,2,312,6
306606,35,7,14316.58,3,1,1,311,5
306641,152,9,23759.09,1,2,2,122,5
306654,158,8,18601.95,1,1,2,112,4
306760,342,9,21083.83,1,2,2,122,5
306767,35,12,27903.92,3,3,3,333,9
306863,25,11,28680.28,3,3,3,333,9
306894,61,11,25670.78,2,3,3,233,8
306956,170,5,12583.66,1,1,1,111,3
306957,51,9,21426.35,3,2,2,322,7
306958,27,9,26214.97,3,2,3,323,8
306988,13,7,23904.420000000002,4,1,2,412,7
306994,135,19,46866.87,1,4,4,144,9
307199,65,13,34318.65,2,4,4,244,10
307390,9,8,21322.1,4,1,2,412,7
307498,208,11,32214.41,1,3,4,134,8
307599,90,10,25810.84,2,2,3,223,7
307606,44,8,24014.79,3,1,2,312,6
307640,156,12,43714.54,1,3,4,134,8
307713,99,14,38575.12,2,4,4,244,10
307992,260,4,8195.01,1,1,1,111,3
308077,19,13,33350.44,4,4,4,444,12
308151,24,13,31260.76,3,4,4,344,11
308161,1,14,38784.07,4,4,4,444,12
308211,50,11,24481.010000000002,3,3,3,333,9
308240,57,4,8129.360000000001,2,1,1,211,4
308342,16,11,26006.78,4,3,3,433,10
308347,328,9,22043.57,1,2,2,122,5
308470,26,5,13181.990000000002,3,1,1,311,5
308495,39,8,15068.91,3,1,1,311,5
308573,91,6,13520.57,2,1,1,211,4
308667,26,10,22825.77,3,2,2,322,7
308843,221,8,18935.87,1,1,2,112,4
308855,104,11,29184.46,1,3,3,133,7
309007,50,6,12098.3,3,1,1,311,5
309017,2,13,32565.6,4,4,4,444,12
309072,35,12,26337.3,3,3,3,333,9
309115,61,9,27504.16,2,2,3,223,7
309324,34,18,51513.96,3,4,4,344,11
309380,28,12,32049.45,3,3,4,334,10
309396,87,8,23818.8,2,1,2,212,5
309404,90,5,10962.29,2,1,1,211,4
309604,215,6,18625.09,1,1,2,112,4
309684,5,13,33504.33,4,4,4,444,12
309688,269,6,16071.89,1,1,1,111,3
309850,24,9,22525.86,3,2,2,322,7
309860,8,9,21930.81,4,2,2,422,8
309869,7,11,25277.96,4,3,3,433,10
310085,11,16,40841.83,4,4,4,444,12
310246,128,12,42071.3,1,3,4,134,8
310294,176,7,19440.22,1,1,2,112,4
310513,3,6,12040.77,4,1,1,411,6
310971,113,8,18939.83,1,1,2,112,4
311226,36,10,23477.62,3,2,2,322,7
311301,35,15,27116.13,3,4,3,343,10
311351,65,10,26476.21,2,2,3,223,7
311384,85,8,19895.379999999997,2,1,2,212,5
311455,57,10,27676.84,2,2,3,223,7
311473,125,11,23084.28,1,3,2,132,6
311555,9,9,18157.21,4,2,1,421,7
311680,15,14,26108.45,4,4,3,443,11
311721,136,9,21886.03,1,2,2,122,5
311885,129,7,21316.58,1,1,2,112,4
311890,21,10,26483.56,4,2,3,423,9
311964,6,12,20741.94,4,3,2,432,9
311998,339,5,9901.51,1,1,1,111,3
312042,11,7,23782.55,4,1,2,412,7
312051,194,7,12748.449999999999,1,1,1,111,3
312104,25,8,15858.039999999999,3,1,1,311,5
312120,17,9,24120.23,4,2,2,422,8
312133,30,11,23107.96,3,3,2,332,8
312166,28,9,23705.739999999998,3,2,2,322,7
312260,149,12,22166.1,1,3,2,132,6
312323,48,5,8288.3,3,1,1,311,5
312362,127,10,30828.61,1,2,3,123,6
312492,82,8,25910.89,2,1,3,213,6
312577,148,6,14246.24,1,1,1,111,3
312682,20,7,15062.24,4,1,1,411,6
312685,21,9,19913.7,4,2,2,422,8
312717,35,11,18574.04,3,3,2,332,8
312761,34,10,20998.65,3,2,2,322,7
312894,272,7,16972.53,1,1,1,111,3
312922,294,9,14542.44,1,2,1,121,4
312965,19,6,23362.79,4,1,2,412,7
313017,3,18,39037.49,4,4,4,444,12
313206,40,5,13756.470000000001,3,1,1,311,5
313209,1,5,10806.21,4,1,1,411,6
313227,53,11,28523.68,2,3,3,233,8
313429,180,6,8200.16,1,1,1,111,3
313606,13,11,22440.74,4,3,2,432,9
313953,175,5,6563.93,1,1,1,111,3
313955,184,10,23758.61,1,2,2,122,5
313998,39,9,30368.23,3,2,3,323,8
314018,71,12,34109.12,2,3,4,234,9
314068,4,15,42558.83,4,4,4,444,12
314348,166,7,13406.06,1,1,1,111,3
314488,1,18,49413.73,4,4,4,444,12
314672,129,12,29705.25,1,3,3,133,7
314736,41,7,20570.87,3,1,2,312,6
314761,68,8,19361.54,2,1,2,212,5
314829,50,9,24561.65,3,2,3,323,8
315005,236,7,21033.5,1,1,2,112,4
315187,96,9,24782.11,2,2,3,223,7
315375,24,9,18281.46,3,2,1,321,6
315447,21,14,31707.65,4,4,4,444,12
315599,42,10,29746.07,3,2,3,323,8
315685,179,8,14340.71,1,1,1,111,3
315720,82,5,9236.26,2,1,1,211,4
315778,7,17,39154.42,4,4,4,444,12
315782,90,11,32373.969999999998,2,3,4,234,9
315983,1,9,26527.44,4,2,3,423,9
315994,115,4,13937.35,1,1,1,111,3
316127,33,11,25699.25,3,3,3,333,9
316564,9,7,18055.260000000002,4,1,1,411,6
316630,104,7,18578.89,1,1,2,112,4
316674,20,13,39003.380000000005,4,4,4,444,12
316728,143,7,15104.45,1,1,1,111,3
316764,18,10,25466.21,4,2,3,423,9
316778,139,6,11425.57,1,1,1,111,3
316797,93,5,10551.1,2,1,1,211,4
316839,88,13,29894.79,2,4,3,243,9
316923,72,14,32846.0,2,4,4,244,10
316995,20,8,13248.61,4,1,1,411,6
317372,16,15,34930.91,4,4,4,444,12
317405,84,11,27556.78,2,3,3,233,8
317433,110,10,32636.07,1,2,4,124,7
317462,49,13,24236.32,3,4,2,342,9
317467,68,8,23518.18,2,1,2,212,5
317500,14,7,23630.63,4,1,2,412,7
317507,63,11,27370.76,2,3,3,233,8
317670,144,5,12771.87,1,1,1,111,3
317687,155,13,27775.72,1,4,3,143,8
317787,34,11,28481.73,3,3,3,333,9
318215,44,12,24469.920000000002,3,3,3,333,9
318226,15,12,30003.1,4,3,3,433,10
318238,112,5,16615.16,1,1,1,111,3
318275,91,10,21383.69,2,2,2,222,6
318306,15,15,31764.73,4,4,4,444,12
318356,59,7,17911.14,2,1,1,211,4
318485,4,9,22937.24,4,2,2,422,8
318539,165,12,27853.46,1,3,3,133,7
318642,162,7,12631.69,1,1,1,111,3
318645,6,14,34965.57,4,4,4,444,12
318943,9,8,18225.120000000003,4,1,1,411,6
319050,44,17,48003.96,3,4,4,344,11
319150,149,7,18769.26,1,1,2,112,4
319304,109,11,27964.760000000002,1,3,3,133,7
319388,1,11,33252.69,4,3,4,434,11
319434,352,7,17987.37,1,1,1,111,3
319524,118,10,17727.85,1,2,1,121,4
319525,7,13,32596.4,4,4,4,444,12
319553,10,8,12440.47,4,1,1,411,6
319571,11,10,16230.369999999999,4,2,1,421,7
319609,136,5,11984.24,1,1,1,111,3
319666,14,12,32577.48,4,3,4,434,11
319829,228,7,21463.85,1,1,2,112,4
319868,34,14,37342.11,3,4,4,344,11
319939,25,9,22091.2,3,2,2,322,7
319942,44,10,30565.199999999997,3,2,3,323,8
320009,66,10,23228.620000000003,2,2,2,222,6
320020,88,9,25497.18,2,2,3,223,7
320073,11,10,33723.6,4,2,4,424,10
320368,3,11,21965.4,4,3,2,432,9
320478,55,5,11059.16,2,1,1,211,4
320572,49,7,17929.39,3,1,1,311,5
320725,21,11,34647.86,4,3,4,434,11
320740,73,10,24204.37,2,2,2,222,6
320752,15,12,30377.56,4,3,3,433,10
320815,226,12,33036.4,1,3,4,134,8
320890,89,5,11004.96,2,1,1,211,4
320925,63,11,31011.11,2,3,4,234,9
320999,43,8,15364.61,3,1,1,311,5
321012,67,11,29871.68,2,3,3,233,8
321076,304,9,27804.870000000003,1,2,3,123,6
321383,24,7,16784.43,3,1,1,311,5
321565,27,18,32103.77,3,4,4,344,11
321663,1,13,37845.1,4,4,4,444,12
321716,68,17,46589.229999999996,2,4,4,244,10
321734,53,8,19224.6,2,1,2,212,5
321807,26,15,49669.41,3,4,4,344,11
321857,7,11,25302.84,4,3,3,433,10
321948,8,17,45325.68,4,4,4,444,12
321991,45,13,34821.090000000004,3,4,4,344,11
322030,144,8,21194.18,1,1,2,112,4
322092,144,9,19911.15,1,2,2,122,5
322115,7,11,21997.64,4,3,2,432,9
322170,34,18,51537.409999999996,3,4,4,344,11
322426,61,9,13119.32,2,2,1,221,5
322428,34,15,43572.6,3,4,4,344,11
322483,137,6,12157.13,1,1,1,111,3
322735,18,12,23362.32,4,3,2,432,9
322904,52,10,17942.739999999998,2,2,1,221,5
323047,86,12,35103.58,2,3,4,234,9
323074,74,17,33587.58,2,4,4,244,10
323196,89,8,24575.02,2,1,3,213,6
323208,24,12,27486.83,3,3,3,333,9
323440,28,7,14149.29,3,1,1,311,5
323480,15,8,25179.940000000002,4,1,3,413,8
323498,63,15,31387.760000000002,2,4,4,244,10
323566,61,9,17019.53,2,2,1,221,5
323602,9,10,19884.22,4,2,2,422,8
323774,15,13,33410.18,4,4,4,444,12
323865,51,13,29379.76,3,4,3,343,10
324026,37,10,28227.870000000003,3,2,3,323,8
324050,228,4,11353.86,1,1,1,111,3
324147,289,6,14075.91,1,1,1,111,3
324155,72,9,18419.510000000002,2,2,1,221,5
324212,5,8,27084.809999999998,4,1,3,413,8
324282,5,13,33287.29,4,4,4,444,12
324309,155,4,10919.45,1,1,1,111,3
324338,5,20,55143.26,4,4,4,444,12
324387,65,7,21458.92,2,1,2,212,5
324527,65,13,33396.58,2,4,4,244,10
324533,309,9,27003.379999999997,1,2,3,123,6
324665,88,6,11132.720000000001,2,1,1,211,4
324708,125,5,7888.58,1,1,1,111,3
324747,92,5,10914.3,2,1,1,211,4
324960,116,9,23096.66,1,2,2,122,5
325014,17,11,14481.22,4,3,1,431,8
325055,96,11,17880.09,2,3,1,231,6
325378,156,16,51206.75,1,4,4,144,9
325431,353,6,15586.46,1,1,1,111,3
325559,85,6,14720.179999999998,2,1,1,211,4
325569,260,6,18284.13,1,1,1,111,3
325626,44,11,27796.100000000002,3,3,3,333,9
325639,33,7,18179.81,3,1,1,311,5
325817,108,8,15702.1,1,1,1,111,3
325948,2,13,30149.22,4,4,3,443,11
325972,230,10,18289.97,1,2,1,121,4
325975,111,9,23980.969999999998,1,2,2,122,5
326099,95,15,41079.02,2,4,4,244,10
326208,103,17,44695.52,1,4,4,144,9
326248,6,6,13954.18,4,1,1,411,6
326313,130,7,21491.65,1,1,2,112,4
326433,156,5,9619.220000000001,1,1,1,111,3
326638,2,13,30974.71,4,4,4,444,12
326753,68,6,15680.68,2,1,1,211,4
326859,42,7,15686.11,3,1,1,311,5
326867,2,12,28187.03,4,3,3,433,10
326962,8,11,27243.48,4,3,3,433,10
327036,28,11,31871.68,3,3,4,334,10
327067,28,14,21929.58,3,4,2,342,9
327090,8,8,20131.07,4,1,2,412,7
327339,319,5,14964.59,1,1,1,111,3
327367,8,8,14263.55,4,1,1,411,6
327534,25,7,14842.119999999999,3,1,1,311,5
327543,89,7,19614.96,2,1,2,212,5
327631,197,6,16259.849999999999,1,1,1,111,3
327681,122,4,11872.58,1,1,1,111,3
327735,86,6,17325.84,2,1,1,211,4
328009,107,15,45225.71,1,4,4,144,9
328050,42,4,9212.95,3,1,1,311,5
328112,31,7,20514.82,3,1,2,312,6
328207,68,13,38837.36,2,4,4,244,10
328233,100,12,28179.16,2,3,3,233,8
328253,3,18,46352.54,4,4,4,444,12
328259,42,15,38823.97,3,4,4,344,11
328285,1,8,21040.489999999998,4,1,2,412,7
328451,168,7,21252.65,1,1,2,112,4
328513,83,12,27354.05,2,3,3,233,8
328576,35,11,23097.79,3,3,2,332,8
328630,132,13,34524.94,1,4,4,144,9
328813,22,12,33873.31,4,3,4,434,11
329099,78,12,31258.04,2,3,4,234,9
329202,225,12,29107.170000000002,1,3,3,133,7
329227,12,12,27924.34,4,3,3,433,10
329318,53,12,41811.729999999996,2,3,4,234,9
329384,34,8,20705.690000000002,3,1,2,312,6
329615,15,10,23167.920000000002,4,2,2,422,8
329802,37,8,26071.149999999998,3,1,3,313,7
329860,108,9,27529.86,1,2,3,123,6
329888,351,4,12959.14,1,1,1,111,3
329981,158,10,21694.25,1,2,2,122,5
330043,54,10,24820.91,2,2,3,223,7
330059,44,9,25509.88,3,2,3,323,8
330072,139,14,35685.450000000004,1,4,4,144,9
330159,125,15,34349.54,1,4,4,144,9
330194,10,18,45530.52,4,4,4,444,12
330216,57,16,37420.94,2,4,4,244,10
330336,72,15,34666.88,2,4,4,244,10
330374,82,6,17798.77,2,1,1,211,4
330461,15,14,44094.74,4,4,4,444,12
330569,15,7,17827.54,4,1,1,411,6
330614,27,10,21927.18,3,2,2,322,7
330806,51,12,29358.32,3,3,3,333,9
330824,118,5,21355.5,1,1,2,112,4
330836,22,15,37013.619999999995,4,4,4,444,12
330841,107,8,17219.9,1,1,1,111,3
330898,104,3,10264.34,1,1,1,111,3
331083,81,12,34772.83,2,3,4,234,9
331365,15,9,22691.5,4,2,2,422,8
331507,9,12,26295.1,4,3,3,433,10
331646,155,7,17658.84,1,1,1,111,3
331716,79,10,23443.100000000002,2,2,2,222,6
331767,25,13,27557.08,3,4,3,343,10
331831,94,10,29093.09,2,2,3,223,7
332074,129,7,22824.94,1,1,2,112,4
332313,157,6,15085.77,1,1,1,111,3
332508,195,7,12846.37,1,1,1,111,3
332509,37,5,11964.11,3,1,1,311,5
332604,123,8,14292.46,1,1,1,111,3
332644,46,13,35291.37,3,4,4,344,11
332728,6,9,23008.510000000002,4,2,2,422,8
332776,70,15,36310.14,2,4,4,244,10
332865,102,9,23616.11,2,2,2,222,6
332879,2,12,33864.89,4,3,4,434,11
332977,103,14,36984.66,1,4,4,144,9
333066,221,11,27407.05,1,3,3,133,7
333108,12,8,25001.379999999997,4,1,3,413,8
333167,114,12,36182.3,1,3,4,134,8
333203,2,11,24076.75,4,3,2,432,9
333376,162,6,16664.21,1,1,1,111,3
333546,202,12,31784.41,1,3,4,134,8
333616,379,6,11547.11,1,1,1,111,3
333622,68,11,24733.55,2,3,3,233,8
333647,13,10,24217.71,4,2,2,422,8
333963,41,9,21687.739999999998,3,2,2,322,7
334040,2,13,29844.059999999998,4,4,3,443,11
334126,66,6,12059.89,2,1,1,211,4
334231,106,6,16322.810000000001,1,1,1,111,3
334262,25,11,28693.66,3,3,3,333,9
334377,27,10,32935.57,3,2,4,324,9
334483,92,5,13350.2,2,1,1,211,4
334520,58,7,15887.56,2,1,1,211,4
334589,37,9,19176.62,3,2,2,322,7
334694,3,10,26544.079999999998,4,2,3,423,9
334788,50,12,29786.46,3,3,3,333,9
335088,5,11,21930.260000000002,4,3,2,432,9
335096,59,10,20148.879999999997,2,2,2,222,6
335259,293,8,19587.39,1,1,2,112,4
335264,23,12,23868.4,3,3,2,332,8
335365,9,14,34250.65,4,4,4,444,12
335379,22,12,20718.95,4,3,2,432,9
335430,10,12,28634.1,4,3,3,433,10
335494,29,5,9588.67,3,1,1,311,5
335697,133,13,28945.27,1,4,3,143,8
335765,31,6,14625.05,3,1,1,311,5
335807,62,11,18119.71,2,3,1,231,6
335972,32,12,29142.0,3,3,3,333,9
336078,201,14,33693.09,1,4,4,144,9
336329,113,9,14149.59,1,2,1,121,4
336399,104,6,13714.869999999999,1,1,1,111,3
336459,273,5,15841.89,1,1,1,111,3
336469,82,6,19713.32,2,1,2,212,5
336479,19,10,23607.93,4,2,2,422,8
336509,18,10,20950.08,4,2,2,422,8
336697,16,10,17796.14,4,2,1,421,7
337020,48,11,27180.41,3,3,3,333,9
337115,31,12,33052.2,3,3,4,334,10
337170,46,12,22932.69,3,3,2,332,8
337240,47,4,5179.0,3,1,1,311,5
337242,51,13,44900.71,3,4,4,344,11
337430,106,10,29576.23,1,2,3,123,6
337617,12,8,22949.9,4,1,2,412,7
337685,199,7,18987.69,1,1,2,112,4
337712,33,10,26326.420000000002,3,2,3,323,8
337747,18,13,32299.11,4,4,4,444,12
337965,83,11,27499.35,2,3,3,233,8
338007,95,11,33249.3,2,3,4,234,9
338281,38,7,29452.8,3,1,3,313,7
338295,274,9,20336.59,1,2,2,122,5
338404,4,12,34093.38,4,3,4,434,11
338613,49,10,27731.75,3,2,3,323,8
338722,8,9,17275.08,4,2,1,421,7
338810,18,9,23847.07,4,2,2,422,8
338917,103,7,19105.27,1,1,2,112,4
339155,1,8,26012.13,4,1,3,413,8
339194,11,9,23062.989999999998,4,2,2,422,8
339286,91,10,24389.31,2,2,3,223,7
339336,96,9,24098.71,2,2,2,222,6
339341,228,11,34331.12,1,3,4,134,8
339369,32,9,25740.43,3,2,3,323,8
339433,12,14,38373.32,4,4,4,444,12
339476,181,10,26557.6,1,2,3,123,6
339505,231,8,11643.22,1,1,1,111,3
339546,57,9,22087.78,2,2,2,222,6
339561,1,8,20142.72,4,1,2,412,7
339569,101,12,24294.39,2,3,2,232,7
339602,62,10,16936.18,2,2,1,221,5
339628,90,9,18554.96,2,2,2,222,6
339632,28,9,22923.85,3,2,2,322,7
339643,346,7,15045.34,1,1,1,111,3
339645,144,9,27639.71,1,2,3,123,6
339673,13,6,12830.6,4,1,1,411,6
339711,306,7,15303.169999999998,1,1,1,111,3
339816,63,6,20924.399999999998,2,1,2,212,5
339857,55,10,29153.72,2,2,3,223,7
340162,85,10,25310.82,2,2,3,223,7
340351,81,8,19766.56,2,1,2,212,5
340475,113,7,22657.04,1,1,2,112,4
340500,163,9,19459.52,1,2,2,122,5
340582,46,10,28862.949999999997,3,2,3,323,8
340617,47,11,21730.63,3,3,2,332,8
340705,3,14,38052.36,4,4,4,444,12
340887,14,9,21923.4,4,2,2,422,8
340921,85,12,28177.809999999998,2,3,3,233,8
341059,5,13,39982.68,4,4,4,444,12
341129,74,7,25090.579999999998,2,1,3,213,6
341325,78,10,25051.98,2,2,3,223,7
341431,59,7,16018.54,2,1,1,211,4
341692,202,12,27577.29,1,3,3,133,7
341908,84,9,21902.21,2,2,2,222,6
341915,35,7,20907.93,3,1,2,312,6
342087,412,4,7947.52,1,1,1,111,3
342194,129,8,18291.940000000002,1,1,1,111,3
342197,33,15,42306.950000000004,3,4,4,344,11
342198,17,6,21024.13,4,1,2,412,7
342460,141,8,18836.53,1,1,2,112,4
342602,2,7,19119.91,4,1,2,412,7
342625,2,15,33760.65,4,4,4,444,12
342630,210,7,12843.41,1,1,1,111,3
342661,22,12,35039.520000000004,4,3,4,434,11
342721,3,7,14226.15,4,1,1,411,6
342801,3,7,16412.95,4,1,1,411,6
342849,54,10,25869.25,2,2,3,223,7
342994,53,10,25940.510000000002,2,2,3,223,7
343049,1,7,24537.88,4,1,3,413,8
343058,112,8,11464.23,1,1,1,111,3
343147,81,12,33494.97,2,3,4,234,9
343148,7,10,32662.79,4,2,4,424,10
343287,112,15,37959.08,1,4,4,144,9
343456,97,12,30790.95,2,3,3,233,8
343684,36,12,29451.08,3,3,3,333,9
343715,23,9,26922.47,3,2,3,323,8
343732,118,5,10517.5,1,1,1,111,3
343839,51,8,24756.85,3,1,3,313,7
343864,221,7,12957.510000000002,1,1,1,111,3
344062,69,12,19050.63,2,3,2,232,7
344088,140,7,21400.15,1,1,2,112,4
344337,242,9,14973.68,1,2,1,121,4
344424,26,10,23654.04,3,2,2,322,7
344555,10,10,27640.11,4,2,3,423,9
344632,41,11,28561.42,3,3,3,333,9
344660,16,15,40604.17,4,4,4,444,12
344785,48,9,21041.6,3,2,2,322,7
344845,126,10,21291.96,1,2,2,122,5
344859,40,5,5761.49,3,1,1,311,5
345015,37,17,47605.07,3,4,4,344,11
345124,90,7,22902.59,2,1,2,212,5
345215,70,8,23049.989999999998,2,1,2,212,5
345245,18,7,16318.98,4,1,1,411,6
345279,55,13,28168.48,2,4,3,243,9
345377,1,11,29690.04,4,3,3,433,10
345545,21,10,26211.52,4,2,3,423,9
345675,58,6,12608.59,2,1,1,211,4
345721,106,11,28471.08,1,3,3,133,7
345813,238,11,26536.3,1,3,3,133,7
345925,119,7,13435.94,1,1,1,111,3
346051,90,6,12060.92,2,1,1,211,4
346159,37,11,17930.38,3,3,1,331,7
346346,129,12,36213.27,1,3,4,134,8
